trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,staticRDM.thisRepN,staticRDM.thisTrialN,staticRDM.thisN,staticRDM.thisIndex,postPracText.started,postPractResp.started,postPractResp.keys,postPractResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.19664932500018,6.19664932500018,v,2.213146432994108,,001,2022-07-31_18h48.44.563,CGTriskyDMtask,2022.2.1,60.9276433531718,
