riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,staticRDM.thisRepN,staticRDM.thisTrialN,staticRDM.thisN,staticRDM.thisIndex,dynamicRDM.thisRepN,dynamicRDM.thisTrialN,dynamicRDM.thisN,dynamicRDM.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,postPracText.started,postPractResp.started,postPractResp.keys,postPractResp.rt,circleLeftReal.started,circleRightReal.started,lineLeftReal.started,orTextReal.started,lossTxtReal.started,gainTxtReal.started,safeTxtReal.started,vLeftReal.started,nRightReal.started,realChoice.started,loc,realChoice.keys,realChoice.rt,isiTextReal.started,isiTextReal.stopped,noRespTxtReal.started,ocGambleReal.started,ocSafeReal.started,outcomeTextReal.started,hideGambleReal.started,outcomes,choices,itiTextReal.started,itiTextReal.stopped,noRespTxtReal.stopped,ocGambleReal.stopped,ocSafeReal.stopped,outcomeTextReal.stopped,hideGambleReal.stopped,dynamicChoiceSet.routineStartVal,showPart2fileName.started,moveAlong.started,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,moveAlong.keys,moveAlong.rt,vLeftReal.stopped,nRightReal.stopped,realChoice.stopped,circleLeftReal.stopped,circleRightReal.stopped,lineLeftReal.stopped,orTextReal.stopped,lossTxtReal.stopped,gainTxtReal.stopped,safeTxtReal.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,6.562758526997641,8.56697374000214,return,17.026952532003634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
,,,,,,,,,,,,,,,,,,,,,,25.62320515600004,27.605794025999785,v,0.24478661100147292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
,,,,,,,,,,,,,,,,,,,,,,,,,,27.87486904099933,27.87486904099933,v,3.4877168530001654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
10.12,0.0,6.94,0,,,,,,,0,34,34,38,,,,,,,,,,,,,,,,,302.8645594970003,302.8645594970003,302.8645594970003,302.8645594970003,302.8645594970003,302.8645594970003,302.8645594970003,304.84843270700367,304.84843270700367,304.84843270700367,2,n,0.281865012999333,306.83463869400293,308.8498716890026,308.8498716890026,308.8498716890026,308.8498716890026,308.8498716890026,308.8498716890026,0.0,1,309.85002971900394,310.8492933430025,309.85002971900394,309.85002971900394,309.85002971900394,309.85002971900394,309.85002971900394,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
0.0,0.0,10.25,1,,,,,,,0,35,35,46,,,,,,,,,,,,,,,,,310.8492933430025,310.8492933430025,310.8492933430025,310.8492933430025,310.8492933430025,310.8492933430025,310.8492933430025,312.8343907660019,312.8343907660019,312.8343907660019,1,n,0.10385555899847532,314.83485292299883,316.82606741900236,316.82606741900236,316.82606741900236,316.82606741900236,316.82606741900236,316.82606741900236,10.25,0,317.83611533600197,318.8364448939974,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
14.72,0.0,4.64,0,,,,,,,0,36,36,6,,,,,,,,,,,,,,,,,318.8364448939974,318.8364448939974,318.8364448939974,318.8364448939974,318.8364448939974,318.8364448939974,318.8364448939974,320.82004817000416,320.82004817000416,320.82004817000416,2,n,0.3185609860011027,322.8210569549992,324.82169419099955,324.82169419099955,324.82169419099955,324.82169419099955,324.82169419099955,324.82169419099955,14.72,1,325.8209641180001,326.81714805999945,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
15.09,0.0,10.46,0,,,,,,,0,37,37,39,,,,,,,,,,,,,,,,,326.81714805999945,326.81714805999945,326.81714805999945,326.81714805999945,326.81714805999945,326.81714805999945,326.81714805999945,328.8090151630022,328.8090151630022,328.8090151630022,1,v,0.2725244399989606,330.8068172530038,332.8076300149987,332.8076300149987,332.8076300149987,332.8076300149987,332.8076300149987,332.8076300149987,0.0,1,333.8078534849992,334.80822525900294,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
14.26,0.0,0.0,1,,,,,,,0,38,38,41,,,,,,,,,,,,,,,,,334.80822525900294,334.80822525900294,334.80822525900294,334.80822525900294,334.80822525900294,334.80822525900294,334.80822525900294,336.79167546999815,336.79167546999815,336.79167546999815,1,v,0.3302505570027279,338.7927026940015,340.793227260001,340.793227260001,340.793227260001,340.793227260001,340.793227260001,340.793227260001,14.26,1,341.7931585289989,342.79460344600375,341.7931585289989,341.7931585289989,341.7931585289989,341.7931585289989,341.7931585289989,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
20.53,0.0,7.73,0,,,,,,,0,39,39,9,,,,,,,,,,,,,,,,,342.79460344600375,342.79460344600375,342.79460344600375,342.79460344600375,342.79460344600375,342.79460344600375,342.79460344600375,344.7779876700006,344.7779876700006,344.7779876700006,2,n,0.0555357319972245,346.7782981929995,348.77940651000245,348.77940651000245,348.77940651000245,348.77940651000245,348.77940651000245,348.77940651000245,0.0,1,349.7796646850038,350.78005180299806,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
12.68,0.0,5.66,0,,,,,,,0,40,40,14,,,,,,,,,,,,,,,,,350.78005180299806,350.78005180299806,350.78005180299806,350.78005180299806,350.78005180299806,350.78005180299806,350.78005180299806,352.7622844209982,352.7622844209982,352.7622844209982,2,n,0.6403217479964951,354.7645904210003,356.7559397790028,356.7559397790028,356.7559397790028,356.7559397790028,356.7559397790028,356.7559397790028,0.0,1,357.7511585980028,358.7661191549996,357.7511585980028,357.7511585980028,357.7511585980028,357.7511585980028,357.7511585980028,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
18.33,0.0,8.84,0,,,,,,,0,41,41,17,,,,,,,,,,,,,,,,,358.7661191549996,358.7661191549996,358.7661191549996,358.7661191549996,358.7661191549996,358.7661191549996,358.7661191549996,360.7499831710011,360.7499831710011,360.7499831710011,2,n,0.4201033950012061,362.73606739800016,364.75128834500356,364.75128834500356,364.75128834500356,364.75128834500356,364.75128834500356,364.75128834500356,18.33,1,365.7515676250041,366.74713998600055,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
22.97,0.0,6.51,0,,,,,,,0,42,42,5,,,,,,,,,,,,,,,,,366.74713998600055,366.74713998600055,366.74713998600055,366.74713998600055,366.74713998600055,366.74713998600055,366.74713998600055,368.7363092700034,368.7363092700034,368.7363092700034,2,n,0.4421570030026487,370.7366116089979,372.7274580750018,372.7274580750018,372.7274580750018,372.7274580750018,372.7274580750018,372.7274580750018,22.97,1,373.73773111899936,374.7381597519998,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
15.47,0.0,10.27,0,,,,,,,0,43,43,35,,,,,,,,,,,,,,,,,374.7381597519998,374.7381597519998,374.7381597519998,374.7381597519998,374.7381597519998,374.7381597519998,374.7381597519998,376.7202298530028,376.7202298530028,376.7202298530028,2,v,0.5454851219983539,378.72277632199985,380.7140810760029,380.7140810760029,380.7140810760029,380.7140810760029,380.7140810760029,380.7140810760029,10.27,0,381.7092619169998,382.7053960850026,381.7092619169998,381.7092619169998,381.7092619169998,381.7092619169998,381.7092619169998,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
10.68,0.0,10.68,1,,,,,,,0,44,44,48,,,,,,,,,,,,,,,,,382.7053960850026,382.7053960850026,382.7053960850026,382.7053960850026,382.7053960850026,382.7053960850026,382.7053960850026,384.70804599999974,384.70804599999974,384.70804599999974,2,v,0.40623553800105583,386.690811227003,388.69286501900206,388.69286501900206,388.69286501900206,388.69286501900206,388.69286501900206,388.69286501900206,10.68,0,389.6930483230026,390.6882635869988,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
13.94,0.0,5.03,0,,,,,,,0,45,45,8,,,,,,,,,,,,,,,,,390.6882635869988,390.6882635869988,390.6882635869988,390.6882635869988,390.6882635869988,390.6882635869988,390.6882635869988,392.6662840909994,392.6662840909994,392.6662840909994,1,v,0.5112671460010461,394.6779554160021,396.6687693790009,396.6687693790009,396.6687693790009,396.6687693790009,396.6687693790009,396.6687693790009,0.0,1,397.6641030530009,398.67946376799955,397.6641030530009,397.6641030530009,397.6641030530009,397.6641030530009,397.6641030530009,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
17.59,0.0,9.2,0,,,,,,,0,46,46,21,,,,,,,,,,,,,,,,,398.67946376799955,398.67946376799955,398.67946376799955,398.67946376799955,398.67946376799955,398.67946376799955,398.67946376799955,400.6633664519977,400.6633664519977,400.6633664519977,1,v,0.4188711059978232,402.6494361520017,404.64793534699857,404.64793534699857,404.64793534699857,404.64793534699857,404.64793534699857,404.64793534699857,17.59,1,405.64842349399987,406.64689268099755,405.64842349399987,405.64842349399987,405.64842349399987,405.64842349399987,405.64842349399987,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
10.55,0.0,6.73,0,,,,,,,0,47,47,32,,,,,,,,,,,,,,,,,406.64689268099755,406.64689268099755,406.64689268099755,406.64689268099755,406.64689268099755,406.64689268099755,406.64689268099755,408.6492347450039,408.6492347450039,408.6492347450039,2,v,0.5764293839965831,410.64995016700414,412.64075779799896,412.64075779799896,412.64075779799896,412.64075779799896,412.64075779799896,412.64075779799896,6.73,0,413.65098716899956,414.65043414499814,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
11.43,0.0,6.29,0,,,,,,,0,48,48,24,,,,,,,,,,,,,,,,,414.65043414499814,414.65043414499814,414.65043414499814,414.65043414499814,414.65043414499814,414.65043414499814,414.65043414499814,416.634465668998,416.634465668998,416.634465668998,2,n,0.31144399600452743,418.63587167300284,420.6273063039989,420.6273063039989,420.6273063039989,420.6273063039989,420.6273063039989,420.6273063039989,0.0,1,421.62276484200265,422.61861329899693,421.62276484200265,421.62276484200265,421.62276484200265,421.62276484200265,421.62276484200265,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
11.62,0.0,6.19,0,,,,,,,0,49,49,22,,,,,,,,,,,,,,,,,422.61861329899693,422.61861329899693,422.61861329899693,422.61861329899693,422.61861329899693,422.61861329899693,422.61861329899693,424.6211800950041,424.6211800950041,424.6211800950041,1,v,0.37283178600046085,426.6073298249976,428.62265272100194,428.62265272100194,428.62265272100194,428.62265272100194,428.62265272100194,428.62265272100194,11.62,1,429.6228179030004,433.41366692099837,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../choiceset/bespoke_choicesets/bespoke_choiceset_rhoInd143_muInd016.csv,433.41366692099837,433.41366692099837,../choiceset/bespoke_choicesets/bespoke_choiceset_rhoInd143_muInd016.csv,143,16,return,10.220683253995958,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
25.558707508060603,0,8.490326247527259,,0.9855970054798009,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,443.6726588149977,443.6726588149977,443.6726588149977,443.6726588149977,443.6726588149977,443.6726588149977,443.6726588149977,445.6445387959975,445.6445387959975,445.6445387959975,2,v,0.5579240630031563,447.64467168699775,449.64609467599803,449.64609467599803,449.64609467599803,449.64609467599803,449.64609467599803,449.64609467599803,8.490326247527259,0,450.6462207549994,451.6462347220004,450.6462207549994,450.6462207549994,450.6462207549994,450.6462207549994,450.6462207549994,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
12.6627047083108,0,8.19767867181217,,0.541146081313834,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,451.6462347220004,451.6462347220004,451.6462347220004,451.6462347220004,451.6462347220004,451.6462347220004,451.6462347220004,453.63080709600035,453.63080709600035,453.63080709600035,1,v,0.45119350500317523,455.63134297000215,457.6316033490002,457.6316033490002,457.6316033490002,457.6316033490002,457.6316033490002,457.6316033490002,12.6627047083108,1,458.6325901360033,459.63282649699977,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
13.7974109796458,0,8.9409454955603,,0.538720431153695,1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,459.63282649699977,459.63282649699977,459.63282649699977,459.63282649699977,459.63282649699977,459.63282649699977,459.63282649699977,461.61640535000333,461.61640535000333,461.61640535000333,1,v,0.44192017799650785,463.6174126390033,465.61779647700314,465.61779647700314,465.61779647700314,465.61779647700314,465.61779647700314,465.61779647700314,0,1,466.6179932360028,467.6182948429996,466.6179932360028,466.6179932360028,466.6179932360028,466.6179932360028,466.6179932360028,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
14.853803854901303,0,9.66260329390643,,0.529049364497671,1,,,,,,,,,0,3,3,3,,,,,,,,,,,,,467.6182948429996,467.6182948429996,467.6182948429996,467.6182948429996,467.6182948429996,467.6182948429996,467.6182948429996,469.60256330700213,469.60256330700213,469.60256330700213,2,n,0.27144766000128584,471.60284555399994,473.6041612609988,473.6041612609988,473.6041612609988,473.6041612609988,473.6041612609988,473.6041612609988,0,1,474.6040955060016,475.60464360399783,474.6040955060016,474.6040955060016,474.6040955060016,474.6040955060016,474.6040955060016,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
16.6506367349997,0,11.1409118954907,,0.45613042972101503,1,,,,,,,,,0,4,4,4,,,,,,,,,,,,,475.60464360399783,475.60464360399783,475.60464360399783,475.60464360399783,475.60464360399783,475.60464360399783,475.60464360399783,477.58805961100006,477.58805961100006,477.58805961100006,2,v,0.653521753003588,479.5891770669987,481.5895311889981,481.5895311889981,481.5895311889981,481.5895311889981,481.5895311889981,481.5895311889981,11.1409118954907,0,482.5896732500041,483.59076093699696,482.5896732500041,482.5896732500041,482.5896732500041,482.5896732500041,482.5896732500041,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
17.2413933170727,0,11.299291668285198,,0.5101641669094891,1,,,,,,,,,0,5,5,5,,,,,,,,,,,,,483.59076093699696,483.59076093699696,483.59076093699696,483.59076093699696,483.59076093699696,483.59076093699696,483.59076093699696,485.57459469100286,485.57459469100286,485.57459469100286,1,n,0.2917844630064792,487.574690483998,489.5760240390009,489.5760240390009,489.5760240390009,489.5760240390009,489.5760240390009,489.5760240390009,11.299291668285198,0,490.5759608820008,491.5763422960008,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
8.17218036621343,0,5.41343614185462,,0.4824254475742129,1,,,,,,,,,0,6,6,6,,,,,,,,,,,,,491.5763422960008,491.5763422960008,491.5763422960008,491.5763422960008,491.5763422960008,491.5763422960008,491.5763422960008,493.5608499070004,493.5608499070004,493.5608499070004,2,None,,495.57773552800063,497.5778945780039,497.5778945780039,497.5778945780039,497.5778945780039,497.5778945780039,497.5778945780039,nan,nan,498.5792138340039,499.5792971129995,498.5792138340039,498.5792138340039,498.5792138340039,498.5792138340039,498.5792138340039,,,,,,,,,495.56107468799746,495.56107468799746,495.56107468799746,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
1.18576173271285,0,4.98700917554088,,6.81200310118337e-06,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,499.5792971129995,499.5792971129995,499.5792971129995,499.5792971129995,499.5792971129995,499.5792971129995,499.5792971129995,501.56276175699895,501.56276175699895,501.56276175699895,1,n,0.23143433099903632,503.56402083099965,505.56429892699816,505.56429892699816,505.56429892699816,505.56429892699816,505.56429892699816,505.56429892699816,4.98700917554088,0,506.56428030499956,507.564708979,506.56428030499956,506.56428030499956,506.56428030499956,506.56428030499956,506.56428030499956,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
13.818637867318499,0,8.956660213007131,,0.538172750300794,1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,507.564708979,507.564708979,507.564708979,507.564708979,507.564708979,507.564708979,507.564708979,509.54924395200214,509.54924395200214,509.54924395200214,1,n,0.3410322530035046,511.54951727799926,513.5506855299973,513.5506855299973,513.5506855299973,513.5506855299973,513.5506855299973,513.5506855299973,8.956660213007131,0,514.5506862149996,515.5513179219997,514.5506862149996,514.5506862149996,514.5506862149996,514.5506862149996,514.5506862149996,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
10.533695264439999,0,6.98050845288672,,0.48139696666029497,1,,,,,,,,,0,9,9,9,,,,,,,,,,,,,515.5513179219997,515.5513179219997,515.5513179219997,515.5513179219997,515.5513179219997,515.5513179219997,515.5513179219997,517.5346139320027,517.5346139320027,517.5346139320027,2,n,0.31591901700448943,519.5357044350021,521.536179474002,521.536179474002,521.536179474002,521.536179474002,521.536179474002,521.536179474002,10.533695264439999,1,522.5362144730025,523.5375182749995,522.5362144730025,522.5362144730025,522.5362144730025,522.5362144730025,522.5362144730025,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
8.7517888597562,0,5.70565803000936,,0.523497810400917,1,,,,,,,,,0,10,10,10,,,,,,,,,,,,,523.5375182749995,523.5375182749995,523.5375182749995,523.5375182749995,523.5375182749995,523.5375182749995,523.5375182749995,525.5210381270008,525.5210381270008,525.5210381270008,1,v,0.3291917980022845,527.5212084430023,529.5225430319988,529.5225430319988,529.5225430319988,529.5225430319988,529.5225430319988,529.5225430319988,8.7517888597562,1,530.5226065930037,531.5227833489989,530.5226065930037,530.5226065930037,530.5226065930037,530.5226065930037,530.5226065930037,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
15.732037788117301,0,10.3923235668452,,0.489662173358302,1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,531.5227833489989,531.5227833489989,531.5227833489989,531.5227833489989,531.5227833489989,531.5227833489989,531.5227833489989,533.5073451360004,533.5073451360004,533.5073451360004,2,n,0.39091971699963324,535.5076543250034,537.5078486959974,537.5078486959974,537.5078486959974,537.5078486959974,537.5078486959974,537.5078486959974,15.732037788117301,1,538.5088493980002,539.5090472310039,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
13.461652277945499,0,8.93154357575113,,0.47825944323927394,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,539.5090472310039,539.5090472310039,539.5090472310039,539.5090472310039,539.5090472310039,539.5090472310039,539.5090472310039,541.4928232040038,541.4928232040038,541.4928232040038,1,v,0.5576491969986819,543.493983680004,545.4943389219989,545.4943389219989,545.4943389219989,545.4943389219989,545.4943389219989,545.4943389219989,0,1,546.4944840270036,547.4946937040004,546.4944840270036,546.4944840270036,546.4944840270036,546.4944840270036,546.4944840270036,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
9.444194570300171,0,6.1151522126398,,0.540697954589146,1,,,,,,,,,0,13,13,13,,,,,,,,,,,,,547.4946937040004,547.4946937040004,547.4946937040004,547.4946937040004,547.4946937040004,547.4946937040004,547.4946937040004,549.4788237800021,549.4788237800021,549.4788237800021,1,n,0.41146699900127714,551.4653345789993,553.4807644449975,553.4807644449975,553.4807644449975,553.4807644449975,553.4807644449975,553.4807644449975,6.1151522126398,0,554.4809116820034,555.4811788619991,554.4809116820034,554.4809116820034,554.4809116820034,554.4809116820034,554.4809116820034,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
1.0330144608859,0,7.895069391734429,,4.73773119008701e-06,0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,555.4811788619991,555.4811788619991,555.4811788619991,555.4811788619991,555.4811788619991,555.4811788619991,555.4811788619991,557.4632317510041,557.4632317510041,557.4632317510041,1,n,0.3467482350024511,559.4659497210014,561.466354369004,561.466354369004,561.466354369004,561.466354369004,561.466354369004,561.466354369004,7.895069391734429,0,562.4652206320025,563.4674255779973,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
15.1378879742115,0,10.0628943984513,,0.473263124291308,1,,,,,,,,,0,15,15,15,,,,,,,,,,,,,563.4674255779973,563.4674255779973,563.4674255779973,563.4674255779973,563.4674255779973,563.4674255779973,563.4674255779973,565.4511542910041,565.4511542910041,565.4511542910041,2,n,0.34351499199692626,567.437539479004,569.452581354999,569.452581354999,569.452581354999,569.452581354999,569.452581354999,569.452581354999,15.1378879742115,1,570.4519378780024,571.4475603180035,570.4519378780024,570.4519378780024,570.4519378780024,570.4519378780024,570.4519378780024,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
2.2687586389482,0,9.97029832403641,,6.541238412872401e-06,0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,571.4475603180035,571.4475603180035,571.4475603180035,571.4475603180035,571.4475603180035,571.4475603180035,571.4475603180035,573.437106778998,573.437106778998,573.437106778998,2,v,0.3168902640027227,575.4377033720011,577.4290623220004,577.4290623220004,577.4290623220004,577.4290623220004,577.4290623220004,577.4290623220004,9.97029832403641,0,578.4388419410025,579.4391914450025,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
14.4020444542286,0,9.615411210432649,,0.461865032528956,1,,,,,,,,,0,17,17,17,,,,,,,,,,,,,579.4391914450025,579.4391914450025,579.4391914450025,579.4391914450025,579.4391914450025,579.4391914450025,579.4391914450025,581.4214677850032,581.4214677850032,581.4214677850032,1,n,0.3246154230000684,583.4237778910028,585.424500975998,585.424500975998,585.424500975998,585.424500975998,585.424500975998,585.424500975998,9.615411210432649,0,586.4236144110037,587.4192475059972,586.4236144110037,586.4236144110037,586.4236144110037,586.4236144110037,586.4236144110037,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
12.876112181833,0,8.525071873015259,,0.483756743096745,1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,587.4192475059972,587.4192475059972,587.4192475059972,587.4192475059972,587.4192475059972,587.4192475059972,587.4192475059972,589.4089858730003,589.4089858730003,589.4089858730003,2,n,0.4258295000036014,591.3952523359985,593.4104835269973,593.4104835269973,593.4104835269973,593.4104835269973,593.4104835269973,593.4104835269973,0,1,594.4105348730009,595.4101960490007,594.4105348730009,594.4105348730009,594.4105348730009,594.4105348730009,594.4105348730009,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
7.40328567128163,0,4.956509410426951,,0.454543664826361,1,,,,,,,,,0,19,19,19,,,,,,,,,,,,,595.4101960490007,595.4101960490007,595.4101960490007,595.4101960490007,595.4101960490007,595.4101960490007,595.4101960490007,597.3928164129975,597.3928164129975,597.3928164129975,2,v,0.28961405500012916,599.3955923050016,601.3868184879975,601.3868184879975,601.3868184879975,601.3868184879975,601.3868184879975,601.3868184879975,4.956509410426951,0,602.3821704540023,603.397099161004,602.3821704540023,602.3821704540023,602.3821704540023,602.3821704540023,602.3821704540023,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
6.60759482459398,0,4.38964265430113,,0.474901896719398,1,,,,,,,,,0,20,20,20,,,,,,,,,,,,,603.397099161004,603.397099161004,603.397099161004,603.397099161004,603.397099161004,603.397099161004,603.397099161004,605.370663765003,605.370663765003,605.370663765003,2,n,0.391632215003483,607.3670574440039,609.3822330679977,609.3822330679977,609.3822330679977,609.3822330679977,609.3822330679977,609.3822330679977,0,1,610.3828001779984,611.3831022140002,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
10.087848568754302,0,6.71550454271492,,0.46950680785635096,1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,611.3831022140002,611.3831022140002,611.3831022140002,611.3831022140002,611.3831022140002,611.3831022140002,611.3831022140002,613.3672442489988,613.3672442489988,613.3672442489988,2,n,0.3549550740062841,615.367700847004,617.3587114379989,617.3587114379989,617.3587114379989,617.3587114379989,617.3587114379989,617.3587114379989,10.087848568754302,1,618.3686980370039,619.368951784003,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
4.07818263676018,0,5.8235116442432595,,0.0001213209471254,0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,619.368951784003,619.368951784003,619.368951784003,619.368951784003,619.368951784003,619.368951784003,619.368951784003,621.3424612160015,621.3424612160015,621.3424612160015,1,n,0.6196692140001687,623.3538516129993,625.3534448909995,625.3534448909995,625.3534448909995,625.3534448909995,625.3534448909995,625.3534448909995,5.8235116442432595,0,626.3545150479986,627.3529241470023,626.3545150479986,626.3545150479986,626.3545150479986,626.3545150479986,626.3545150479986,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
24.664206368231696,0,1.5838993008248503,,0.9977735765638871,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,627.3529241470023,627.3529241470023,627.3529241470023,627.3529241470023,627.3529241470023,627.3529241470023,627.3529241470023,629.3555482489974,629.3555482489974,629.3555482489974,1,v,0.27805837000050815,631.3395578039999,633.3404238660005,633.3404238660005,633.3404238660005,633.3404238660005,633.3404238660005,633.3404238660005,0,1,634.3405487670025,635.3401837560014,634.3405487670025,634.3405487670025,634.3405487670025,634.3405487670025,634.3405487670025,,,,,,,,,,,,,,,,,,,,001,2022-07-31_18h01.34.476,CGTriskyDMtask,2022.2.1,60.019440415956616,
