riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,staticRDM.thisRepN,staticRDM.thisTrialN,staticRDM.thisN,staticRDM.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,choice1.rt,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,noRespTxt.stopped,ocGamble.stopped,ocSafe.stopped,outcomeText.stopped,hideGamble.stopped,outcome,itiText.started,itiText.stopped,postPracText.started,postPractResp.started,postPractResp.keys,postPractResp.rt,circleLeftReal.started,circleRightReal.started,lineLeftReal.started,orTextReal.started,lossTxtReal.started,gainTxtReal.started,safeTxtReal.started,vLeftReal.started,nRightReal.started,realChoice.started,loc,realChoice.keys,isiTextReal.started,isiTextReal.stopped,noRespTxtReal.started,ocGambleReal.started,ocSafeReal.started,outcomeTextReal.started,hideGambleReal.started,noRespTxtReal.stopped,ocGambleReal.stopped,ocSafeReal.stopped,outcomeTextReal.stopped,hideGambleReal.stopped,outcomes,choices,itiTextReal.started,itiTextReal.stopped,realChoice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,2,11.43,0.0,6.29,0,,,,,0,25,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5924149850034,318.5924149850034,318.5924149850034,318.5924149850034,318.5924149850034,318.5924149850034,318.5924149850034,320.5782401770048,320.5782401770048,320.5782401770048,2,n,322.5773863459981,323.5687139040019,323.5687139040019,323.5687139040019,323.5687139040019,323.5687139040019,323.5687139040019,,,,,,0.0,1,324.5775793810026,325.5801174299995,0.32076814500032924,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,11.2,0.0,6.4,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5801174299995,325.5801174299995,325.5801174299995,325.5801174299995,325.5801174299995,325.5801174299995,325.5801174299995,327.56282824699883,327.56282824699883,327.56282824699883,2,n,329.56259280000086,330.56455489200016,330.56455489200016,330.56455489200016,330.56455489200016,330.56455489200016,330.56455489200016,,,,,,11.2,1,331.5652535660047,332.56366237600014,0.27293988799647195,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,12.36,0.0,5.82,0,,,,,0,27,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.56366237600014,332.56366237600014,332.56366237600014,332.56366237600014,332.56366237600014,332.56366237600014,332.56366237600014,334.54725475099985,334.54725475099985,334.54725475099985,2,n,336.56658138900093,337.56575809800415,337.56575809800415,337.56575809800415,337.56575809800415,337.56575809800415,337.56575809800415,338.55321085700416,338.55321085700416,338.55321085700416,338.55321085700416,338.55321085700416,0.0,1,338.55321085700416,339.54913501300325,0.27292215999477776,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,20.53,0.0,7.73,0,,,,,0,28,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.54913501300325,339.54913501300325,339.54913501300325,339.54913501300325,339.54913501300325,339.54913501300325,339.54913501300325,341.5512639450026,341.5512639450026,341.5512639450026,2,n,343.53808873399976,344.5341625470028,344.5341625470028,344.5341625470028,344.5341625470028,344.5341625470028,344.5341625470028,345.5362344649984,345.5362344649984,345.5362344649984,345.5362344649984,345.5362344649984,20.53,1,345.5362344649984,346.536375251002,0.2846840949932812,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,20.03,0.0,1.99,0,,,,,0,29,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.536375251002,346.536375251002,346.536375251002,346.536375251002,346.536375251002,346.536375251002,346.536375251002,348.5101062410031,348.5101062410031,348.5101062410031,1,v,350.5210770480044,351.52121814899874,351.52121814899874,351.52121814899874,351.52121814899874,351.52121814899874,351.52121814899874,352.52073809300055,352.52073809300055,352.52073809300055,352.52073809300055,352.52073809300055,0.0,1,352.52073809300055,353.5210670009983,0.20544619800057262,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,21.32,0.0,7.34,0,,,,,0,30,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.5210670009983,353.5210670009983,353.5210670009983,353.5210670009983,353.5210670009983,353.5210670009983,353.5210670009983,355.5063295600048,355.5063295600048,355.5063295600048,1,v,357.5069375009989,358.5059243939977,358.5059243939977,358.5059243939977,358.5059243939977,358.5059243939977,358.5059243939977,359.49270313399757,359.49270313399757,359.49270313399757,359.49270313399757,359.49270313399757,0.0,1,359.49270313399757,360.50814030900074,0.0575450509932125,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,15.09,0.0,10.46,0,,,,,0,31,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.50814030900074,360.50814030900074,360.50814030900074,360.50814030900074,360.50814030900074,360.50814030900074,360.50814030900074,362.4909545749979,362.4909545749979,362.4909545749979,1,v,364.47788430700166,365.49288612999953,365.49288612999953,365.49288612999953,365.49288612999953,365.49288612999953,365.49288612999953,366.49294015899795,366.49294015899795,366.49294015899795,366.49294015899795,366.49294015899795,15.09,1,366.49294015899795,367.48818858300365,0.2569916220018058,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,13.1,7.73,4.68,1,,,,,0,32,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.48818858300365,367.48818858300365,367.48818858300365,367.48818858300365,367.48818858300365,367.48818858300365,367.48818858300365,369.4665145859981,369.4665145859981,369.4665145859981,1,v,371.47798618199886,372.4687709620048,372.4687709620048,372.4687709620048,372.4687709620048,372.4687709620048,372.4687709620048,373.46435382000345,373.46435382000345,373.46435382000345,373.46435382000345,373.46435382000345,7.73,1,373.46435382000345,374.4606446030011,0.6806326269943384,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,17.73,0.0,3.13,0,,,,,0,33,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.4606446030011,374.4606446030011,374.4606446030011,374.4606446030011,374.4606446030011,374.4606446030011,374.4606446030011,376.46302906300116,376.46302906300116,376.46302906300116,1,v,378.44582634499966,379.4378823490042,379.4378823490042,379.4378823490042,379.4378823490042,379.4378823490042,379.4378823490042,,,,,,17.73,1,380.447711507004,381.447969285,0.3649688410005183,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,15.7,0.0,10.15,0,,,,,0,34,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.447969285,381.447969285,381.447969285,381.447969285,381.447969285,381.447969285,381.447969285,383.43040086800465,383.43040086800465,383.43040086800465,2,v,385.4328481410048,386.43300454300334,386.43300454300334,386.43300454300334,386.43300454300334,386.43300454300334,386.43300454300334,387.43226171000424,387.43226171000424,387.43226171000424,387.43226171000424,387.43226171000424,10.15,0,387.43226171000424,388.42851975899976,0.3973655419977149,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,16.26,0.0,9.87,0,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.42851975899976,388.42851975899976,388.42851975899976,388.42851975899976,388.42851975899976,388.42851975899976,388.42851975899976,390.4179727619994,390.4179727619994,390.4179727619994,2,n,392.4044246929989,393.40168551300303,393.40168551300303,393.40168551300303,393.40168551300303,393.40168551300303,393.40168551300303,394.4021993409988,394.4021993409988,394.4021993409988,394.4021993409988,394.4021993409988,0.0,1,394.4021993409988,395.4027709820002,0.7690582299910602,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,6.79,0.0,9.92,1,,,,,0,36,36,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.4027709820002,395.4027709820002,395.4027709820002,395.4027709820002,395.4027709820002,395.4027709820002,395.4027709820002,397.3761756200038,397.3761756200038,397.3761756200038,1,n,399.37296345399955,400.3878814740019,400.3878814740019,400.3878814740019,400.3878814740019,400.3878814740019,400.3878814740019,,,,,,9.92,0,401.3890631070026,402.3875005500013,0.7235923289990751,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,25.2,0.0,5.4,0,,,,,0,37,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3875005500013,402.3875005500013,402.3875005500013,402.3875005500013,402.3875005500013,402.3875005500013,402.3875005500013,404.3704567750028,404.3704567750028,404.3704567750028,1,v,406.3898116429991,407.38977326799795,407.38977326799795,407.38977326799795,407.38977326799795,407.38977326799795,407.38977326799795,408.3762053320024,408.3762053320024,408.3762053320024,408.3762053320024,408.3762053320024,0.0,1,408.3762053320024,409.38934774600057,0.9293864689971088,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,13.04,0.0,5.48,0,,,,,0,38,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.38934774600057,409.38934774600057,409.38934774600057,409.38934774600057,409.38934774600057,409.38934774600057,409.38934774600057,411.3747671279998,411.3747671279998,411.3747671279998,1,v,413.37529658999847,414.3742945980048,414.3742945980048,414.3742945980048,414.3742945980048,414.3742945980048,414.3742945980048,415.3760248410035,415.3760248410035,415.3760248410035,415.3760248410035,415.3760248410035,0.0,1,415.3760248410035,416.37645062799857,0.2610764519922668,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,0.0,0.0,7.55,1,,,,,0,39,39,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.37645062799857,416.37645062799857,416.37645062799857,416.37645062799857,416.37645062799857,416.37645062799857,416.37645062799857,418.3587347290013,418.3587347290013,418.3587347290013,2,v,420.361044942998,421.3613549080037,421.3613549080037,421.3613549080037,421.3613549080037,421.3613549080037,421.3613549080037,422.3476036569991,422.3476036569991,422.3476036569991,422.3476036569991,422.3476036569991,7.55,0,422.3476036569991,423.34388816200226,0.4369631749941618,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,17.28,0.0,9.36,0,,,,,0,40,40,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.34388816200226,423.34388816200226,423.34388816200226,423.34388816200226,423.34388816200226,423.34388816200226,423.34388816200226,425.34617502699984,425.34617502699984,425.34617502699984,2,n,427.3455937789986,428.34590463300265,428.34590463300265,428.34590463300265,428.34590463300265,428.34590463300265,428.34590463300265,429.33303551000427,429.33303551000427,429.33303551000427,429.33303551000427,429.33303551000427,17.28,1,429.33303551000427,430.3477683009987,0.27419156399264466,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,13.45,0.0,5.27,0,,,,,0,41,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.3477683009987,430.3477683009987,430.3477683009987,430.3477683009987,430.3477683009987,430.3477683009987,430.3477683009987,432.33062645800237,432.33062645800237,432.33062645800237,2,n,434.3307363950007,435.3327753690028,435.3327753690028,435.3327753690028,435.3327753690028,435.3327753690028,435.3327753690028,436.3329007630018,436.3329007630018,436.3329007630018,436.3329007630018,436.3329007630018,0.0,1,436.3329007630018,437.3332283280033,0.32113430699973833,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,15.27,0.0,10.37,0,,,,,0,42,42,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.3332283280033,437.3332283280033,437.3332283280033,437.3332283280033,437.3332283280033,437.3332283280033,437.3332283280033,439.31703997000295,439.31703997000295,439.31703997000295,2,n,441.3178809480014,442.3094284600011,442.3094284600011,442.3094284600011,442.3094284600011,442.3094284600011,442.3094284600011,443.30453094100085,443.30453094100085,443.30453094100085,443.30453094100085,443.30453094100085,15.27,1,443.30453094100085,444.3004411360016,0.2785882109965314,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,10.39,0.0,6.81,0,,,,,0,43,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.3004411360016,444.3004411360016,444.3004411360016,444.3004411360016,444.3004411360016,444.3004411360016,444.3004411360016,446.3029765620013,446.3029765620013,446.3029765620013,2,n,448.2855863479999,449.28693880599894,449.28693880599894,449.28693880599894,449.28693880599894,449.28693880599894,449.28693880599894,,,,,,0.0,1,450.2878683009985,451.28803195000364,0.33270624899159884,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,0.0,0.0,10.25,1,,,,,0,44,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.28803195000364,451.28803195000364,451.28803195000364,451.28803195000364,451.28803195000364,451.28803195000364,451.28803195000364,453.27074485200137,453.27074485200137,453.27074485200137,1,n,455.2726109659998,456.2730889300001,456.2730889300001,456.2730889300001,456.2730889300001,456.2730889300001,456.2730889300001,457.2733226140044,457.2733226140044,457.2733226140044,457.2733226140044,457.2733226140044,10.25,0,457.2733226140044,458.2684518410024,0.22918734299310017,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,12.68,0.0,5.66,0,,,,,0,45,45,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.2684518410024,458.2684518410024,458.2684518410024,458.2684518410024,458.2684518410024,458.2684518410024,458.2684518410024,460.2578101140025,460.2578101140025,460.2578101140025,2,n,462.25798988399765,463.2493818380026,463.2493818380026,463.2493818380026,463.2493818380026,463.2493818380026,463.2493818380026,,,,,,12.68,1,464.2445541230045,465.24280301100225,0.2819607269921107,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,19.86,0.0,0.0,1,,,,,0,46,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.24280301100225,465.24280301100225,465.24280301100225,465.24280301100225,465.24280301100225,465.24280301100225,465.24280301100225,467.22515729800216,467.22515729800216,467.22515729800216,1,v,469.227041954,470.2256977090001,470.2256977090001,470.2256977090001,470.2256977090001,470.2256977090001,470.2256977090001,471.22791543399944,471.22791543399944,471.22791543399944,471.22791543399944,471.22791543399944,19.86,1,471.22791543399944,472.2230000210038,0.2582789279986173,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,1,10.73,0.0,6.63,0,,,,,0,47,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.2230000210038,472.2230000210038,472.2230000210038,472.2230000210038,472.2230000210038,472.2230000210038,472.2230000210038,474.20210612200026,474.20210612200026,474.20210612200026,1,v,476.21272232499905,477.2132574339994,477.2132574339994,477.2132574339994,477.2132574339994,477.2132574339994,477.2132574339994,478.1993056179999,478.1993056179999,478.1993056179999,478.1993056179999,478.1993056179999,10.73,1,478.1993056179999,479.1956344249993,0.8255281919919071,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,11.62,0.0,6.19,0,,,,,0,48,48,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1956344249993,479.1956344249993,479.1956344249993,479.1956344249993,479.1956344249993,479.1956344249993,479.1956344249993,481.19777091300057,481.19777091300057,481.19777091300057,2,n,483.18067800500285,484.1727726169993,484.1727726169993,484.1727726169993,484.1727726169993,484.1727726169993,484.1727726169993,485.1680481910007,485.1680481910007,485.1680481910007,485.1680481910007,485.1680481910007,0.0,1,485.1680481910007,486.1828460070028,0.8144017589947907,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
,,,,,2,11.84,0.0,6.08,0,,,,,0,49,49,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1828460070028,486.1828460070028,486.1828460070028,486.1828460070028,486.1828460070028,486.1828460070028,486.1828460070028,488.15643649199774,488.15643649199774,488.15643649199774,2,n,490.1526536809979,491.16812890900474,491.16812890900474,491.16812890900474,491.16812890900474,491.16812890900474,491.16812890900474,492.1677223639999,492.1677223639999,492.1677223639999,492.1677223639999,492.1677223639999,11.84,1,492.1677223639999,,0.4080777560011484,,001,2022-07-31_18h35.42.606,CGTriskyDMtask,2022.2.1,None,
