Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
6.727359883000645,8.72217591000026,return,95.47139131699987,,,,,,001,2022-07-16_08h44.26.770,CGTriskyDMtask,2022.2.1,59.779230876776246,
,,,,104.22360913400007,106.20896295300008,v,1.0691219259997524,,001,2022-07-16_08h44.26.770,CGTriskyDMtask,2022.2.1,59.779230876776246,
