CogIns.started,CogIns.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,MathProb.started,MathProb.stopped,Ans.started,Ans.stopped,TorF.started,TorF.stopped,T.keys,T.started,T.stopped,F.keys,F.started,F.stopped,participant,session,date,expName,psychopyVersion,frameRate,
18.827029187988956,None,return,4.340921292023268,23.782289750990458,None,,,,,,,,,,,,,000,001,2022-06-22_20h57.00.229,cogcontrolpractice,2022.1.4,59.98815604103044,
,,,,,,28.155604793981183,30.166366198973265,30.130505078996066,32.13127323699882,30.130505078996066,None,None,32.13127323699882,None,,,,000,001,2022-06-22_20h57.00.229,cogcontrolpractice,2022.1.4,59.98815604103044,
,,,,,,,,,,,,,,,None,32.13127323699882,None,000,001,2022-06-22_20h57.00.229,cogcontrolpractice,2022.1.4,59.98815604103044,
