letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,PBox.started,PBox.stopped,NBox2.started,NBox2.stopped,SBox2.started,SBox2.stopped,KBox2.started,KBox2.stopped,HBox.started,HBox.stopped,FBox.started,FBox.stopped,QBox.started,QBox.stopped,LBox.started,LBox.stopped,RBox.started,RBox.stopped,TBox.started,TBox.stopped,YBox.started,YBox.stopped,JBox.started,JBox.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,RecallINS.started,RecallINS.stopped,P.started,P.stopped,F_2.started,F_2.stopped,H.started,H.stopped,S.started,S.stopped,K.started,K.stopped,N.started,N.stopped,L.started,L.stopped,Q.started,Q.stopped,R.started,R.stopped,J.started,J.stopped,Y.started,Y.stopped,T_2.started,T_2.stopped,letterResp.keys,letterResp.rt,letterResp.started,letterResp.stopped,CLEAR.started,CLEAR.stopped,ClearText.started,ClearText.stopped,BLANK.started,BLANK.stopped,BlankText.started,BlankText.stopped,ENTER.started,ENTER.stopped,EnterText.started,EnterText.stopped,text_3.started,text_3.stopped,RandAns.started,RandAns.stopped,TrueFalse.started,TrueFalse.stopped,TvsF.keys,TvsF.rt,TvsF.started,TvsF.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,,,,,14.896765582030639,None,15.875839804997668,None,16.125795811996795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50t,001,2022-07-14_10h11.57.342,ospan,2022.1.4,60.46098098885701,
,,,,,0,0,0,0,,,,,,,,,,,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,"[0.47142857, 0.057142857, -0.0028571428, -0.49142858, -0.5542857, 0.48857144]","[0.32285714, 0.011428571, -0.3, 0.017142856, 0.34857142, -0.29714286]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[14.54405653802678, 17.12914370803628, 18.165394786046818, 20.180936933029443, 21.941340035991743, 23.31835195107851]",0.015573587035760283,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,['f'],[29.144442179007456],17.628716191044077,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,17.15943994896952,None,49.794275203952566,None,,,,,,,,,50t,001,2022-07-14_10h11.57.342,ospan,2022.1.4,60.46098098885701,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.29590933199506,52.310908520943485,51.29590933199506,None,['f'],[10.208419442060404],51.77759390603751,None,50t,001,2022-07-14_10h11.57.342,ospan,2022.1.4,60.46098098885701,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01755264704116,None,62.01755264704116,None,['f'],[0.058528800029307604],62.49456112599,None,50t,001,2022-07-14_10h11.57.342,ospan,2022.1.4,60.46098098885701,
