letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,22.32042378396727,None,23.3079896440031,None,23.55787459295243,None,1t,001,2022-07-14_11h37.37.482,ospan,2022.1.4,None,
