Instructions.started,Instructions.stopped,inst1.keys,inst1.rt,inst1.started,inst1.stopped,startPract.started,startPract.stopped,startPracResp.keys,startPracResp.rt,startPracResp.started,startPracResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.744071576977149,None,return,3.4147167860064656,16.7095671989955,None,,,,,,,,001,2022-06-23_14h37.20.093,CogCont,2022.1.4,61.175731607587224,
,,,,,,20.160277054994367,None,v,2.9451038599945605,22.142322088999208,None,,001,2022-06-23_14h37.20.093,CogCont,2022.1.4,61.175731607587224,
