Instructions.started,Instructions.stopped,inst1.keys,inst1.rt,inst1.started,inst1.stopped,startPract.started,startPract.stopped,startPracResp.keys,startPracResp.rt,startPracResp.started,startPracResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.388111573993228,None,return,26.141286464000586,12.38318442099262,None,,,,,,,,001,2022-06-23_14h38.44.971,CogCont,2022.1.4,59.8327298313764,
,,,,,,38.54890962096397,None,n,17.999051695049275,40.531686695991084,None,,001,2022-06-23_14h38.44.971,CogCont,2022.1.4,59.8327298313764,
