letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,18.106204712064937,None,19.089612670009956,None,19.35222852998413,None,5t,001,2022-07-14_12h54.05.815,ospan,2022.1.4,60.60141630835388,
