letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,PBox.started,PBox.stopped,NBox2.started,NBox2.stopped,SBox2.started,SBox2.stopped,KBox2.started,KBox2.stopped,HBox.started,HBox.stopped,FBox.started,FBox.stopped,QBox.started,QBox.stopped,LBox.started,LBox.stopped,RBox.started,RBox.stopped,TBox.started,TBox.stopped,YBox.started,YBox.stopped,JBox.started,JBox.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,RecallINS.started,RecallINS.stopped,P.started,P.stopped,F_2.started,F_2.stopped,H.started,H.stopped,S.started,S.stopped,K.started,K.stopped,N.started,N.stopped,L.started,L.stopped,Q.started,Q.stopped,R.started,R.stopped,J.started,J.stopped,Y.started,Y.stopped,T_2.started,T_2.stopped,CLEAR.started,CLEAR.stopped,ClearText.started,ClearText.stopped,BLANK.started,BLANK.stopped,BlankText.started,BlankText.stopped,ENTER.started,ENTER.stopped,EnterText.started,EnterText.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,,,,,19.375418572919443,None,20.37233485793695,None,20.624618410947733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,0,0,0,0,,,,,,,,,,,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,"[0.022857143, 0.0, 0.04, 0.5542857, 0.55142856, -0.43714285, -0.46285716, -0.06, 0.022857143, -0.022857143]","[0.2742857, -0.04857143, -0.34285715, -0.017142856, -0.017142856, -0.014285714, 0.32, 0.3, -0.02, -0.30857143]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3.8390495979692787, 6.856288993963972, 10.070249924901873, 16.119813238969073, 34.251717090955935, 35.26938742189668, 36.33308972197119, 37.34709582396317, 38.101889637997374, 43.370011032908224]",[],0.015478828689083457,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,21.666499477927573,None,74.5828821179457,None,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4t,001,2022-07-14_12h31.40.547,ospan,2022.1.4,None,
