letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,20.442622672999278,None,21.418998842011206,None,21.669011860969476,None,47t,001,2022-07-13_22h25.49.457,ospan,2022.1.4,60.25083484690452,
