letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse_resp1.x,mouse_resp1.y,mouse_resp1.leftButton,mouse_resp1.midButton,mouse_resp1.rightButton,mouse_resp1.started,mouse_resp1.stopped,mouse_respo2.x,mouse_respo2.y,mouse_respo2.leftButton,mouse_respo2.midButton,mouse_respo2.rightButton,mouse_respo2.started,mouse_respo2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,text.started,text.stopped,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,RecallIns.started,RecallIns.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,0.2657143,0.074285716,1,0,0,4.010489656822756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0010,001,2022-07-12_20h23.42.588,ospan,2022.1.4,60.0448685096526,
,,,,,,,,,,,,0.31142858,-0.02,1,0,0,4.012714238255285,None,,,,,,,,,,,,,,,,,,,,0010,001,2022-07-12_20h23.42.588,ospan,2022.1.4,60.0448685096526,
,,,,,,,,,,,,,,,,,,,0.5228571,-0.07714286,1,0,0,4.014857220230624,None,,,,,,,,,,,,,0010,001,2022-07-12_20h23.42.588,ospan,2022.1.4,60.0448685096526,
P',0,0,0,0,,,,,,,,,,,,,,,,,,,,,,39.48971991601866,None,40.51133818808012,None,41.502686413004994,None,49.236977705033496,None,42.75374875601847,None,47.737090992042795,None,0010,001,2022-07-12_20h23.42.588,ospan,2022.1.4,60.0448685096526,
