letters,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,letterDisp.started,letterDisp.stopped,isiText.started,isiText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K',0,0,0,0,,,,,17.05475710099563,None,18.040079640923068,None,18.29005688196048,None,56t,001,2022-07-14_10h38.49.435,ospan,2022.1.4,60.559357258667646,
